server_header,status_code,has_waf_cookie,content_length,waf_detected,predicted_framework
nginx/1.18.0,301,1,14819,ModSecurity,Laravel
nginx/1.18.0,404,1,8446,None,Spring_Boot
Apache/2.4.41 (Ubuntu),403,1,45238,ModSecurity,Node.js
cloudflare,403,1,3405,Cloudflare,Vue
AmazonS3,403,1,38552,AWS_WAF,Spring_Boot
Microsoft-IIS/10.0,200,0,16118,None,Vue
CloudFront,500,1,30504,AWS_WAF,WordPress
Incapsula,403,1,7004,Imperva,React
nginx/1.18.0,302,0,31073,None,Vue
AWS,301,1,29931,AWS_WAF,React
Incapsula,403,1,7333,Imperva,Node.js
Sucuri/Cloudproxy,403,1,10546,Sucuri,Spring_Boot
BigIP,500,1,29756,F5_BIG_IP,Vue
Incapsula,301,1,19691,Imperva,WordPress
Sucuri/Cloudproxy,302,1,45826,Sucuri,Node.js
Sucuri/Cloudproxy,404,1,10951,Sucuri,Express
nginx/1.18.0,301,0,49264,None,ASP.NET
cloudflare-nginx,403,1,620,Cloudflare,Express
AmazonS3,301,1,40760,AWS_WAF,React
BIG-IP,301,1,43193,F5_BIG_IP,Express
nginx/1.18.0,200,1,41586,None,React
BIG-IP,403,1,4968,F5_BIG_IP,Laravel
Apache/2.4.41 (Ubuntu),404,1,9757,ModSecurity,WordPress
Apache/2.4.41 (Ubuntu),404,1,31185,ModSecurity,Node.js
LiteSpeed,301,0,30126,None,Django
Sucuri/Cloudproxy,301,1,19239,Sucuri,Unknown
nginx/1.18.0,302,1,49456,ModSecurity,Unknown
Microsoft-IIS/10.0,200,0,42291,None,Laravel
cloudflare-nginx,200,1,35536,Cloudflare,Node.js
BIG-IP,302,1,28462,F5_BIG_IP,Laravel
CloudFront,500,1,8408,AWS_WAF,ASP.NET
Apache/2.4.41 (Ubuntu),200,1,29141,ModSecurity,Unknown
cloudflare-nginx,500,1,20463,Cloudflare,Vue
cloudflare,403,1,34628,Cloudflare,WordPress
CloudFront,403,1,29704,AWS_WAF,Unknown
cloudflare-nginx,403,1,17506,Cloudflare,Node.js
cloudflare-nginx,302,1,24880,Cloudflare,Laravel
BIG-IP,404,1,39381,F5_BIG_IP,Spring_Boot
nginx/1.18.0,500,0,19250,None,Node.js
nginx/1.18.0,403,1,14089,ModSecurity,Spring_Boot
BigIP,403,1,176,F5_BIG_IP,ASP.NET
Apache/2.4.41 (Ubuntu),404,1,34013,ModSecurity,Express
Incapsula,404,1,5071,Imperva,Vue
BIG-IP,403,1,7919,F5_BIG_IP,Vue
Sucuri/Cloudproxy,302,1,2810,Sucuri,Vue
Incapsula,403,1,25669,Imperva,React
Incapsula,403,1,37108,Imperva,Unknown
LiteSpeed,302,0,48840,None,Unknown
AWS,301,1,5722,AWS_WAF,Django
cloudflare,403,1,33564,Cloudflare,Django
Apache/2.4.41 (Ubuntu),301,1,39364,ModSecurity,Django
Incapsula,301,1,45488,Imperva,Django
Sucuri/Cloudproxy,302,1,18867,Sucuri,Vue
cloudflare-nginx,200,1,27785,Cloudflare,Spring_Boot
BIG-IP,403,1,28092,F5_BIG_IP,ASP.NET
CloudFront,301,1,37496,AWS_WAF,WordPress
BigIP,301,1,20475,F5_BIG_IP,WordPress
Sucuri/Cloudproxy,200,1,18138,Sucuri,WordPress
LiteSpeed,500,0,27741,None,React
Incapsula,500,1,39796,Imperva,Node.js
cloudflare,200,1,14191,Cloudflare,Django
Sucuri/Cloudproxy,302,1,41500,Sucuri,ASP.NET
nginx/1.18.0,302,0,45926,None,Laravel
nginx/1.18.0,302,1,46938,ModSecurity,Django
Sucuri/Cloudproxy,404,1,33449,Sucuri,Unknown
BIG-IP,404,1,42685,F5_BIG_IP,Unknown
BigIP,500,1,36282,F5_BIG_IP,Spring_Boot
AWS,500,1,2658,AWS_WAF,Express
Incapsula,302,1,41044,Imperva,ASP.NET
Apache/2.4.41 (Ubuntu),403,1,37169,ModSecurity,Express
nginx/1.18.0,500,1,19275,ModSecurity,Laravel
nginx/1.18.0,302,0,25759,None,Unknown
AWS,302,1,28841,AWS_WAF,WordPress
CloudFront,403,1,3168,AWS_WAF,ASP.NET
nginx/1.18.0,404,0,40586,None,WordPress
Incapsula,200,1,26947,Imperva,Laravel
Incapsula,403,1,49177,Imperva,WordPress
nginx/1.18.0,200,1,13539,None,Spring_Boot
Sucuri/Cloudproxy,403,1,24407,Sucuri,Laravel
BigIP,500,1,7373,F5_BIG_IP,Node.js
Apache/2.4.41 (Ubuntu),403,1,40492,ModSecurity,Express
cloudflare,500,1,41115,Cloudflare,React
BIG-IP,403,1,41712,F5_BIG_IP,Spring_Boot
LiteSpeed,301,0,6477,None,Express
Incapsula,403,1,20726,Imperva,ASP.NET
Sucuri/Cloudproxy,200,1,41296,Sucuri,Express
AWS,500,1,2944,AWS_WAF,Laravel
Incapsula,403,1,42902,Imperva,WordPress
cloudflare-nginx,301,1,38940,Cloudflare,Django
nginx/1.18.0,200,0,40253,None,Django
Sucuri/Cloudproxy,301,1,23072,Sucuri,React
cloudflare,403,1,33919,Cloudflare,Django
LiteSpeed,301,0,18653,None,ASP.NET
BIG-IP,200,1,31637,F5_BIG_IP,React
BigIP,403,1,31572,F5_BIG_IP,Django
Microsoft-IIS/10.0,301,0,31456,None,Node.js
nginx/1.18.0,404,1,33223,None,Spring_Boot
BigIP,200,1,19004,F5_BIG_IP,Laravel
BIG-IP,302,1,48914,F5_BIG_IP,React
cloudflare,403,1,41926,Cloudflare,React
Apache/2.4.41 (Ubuntu),301,1,33479,ModSecurity,Django
Sucuri/Cloudproxy,200,1,42334,Sucuri,Node.js
Apache/2.4.41 (Ubuntu),403,1,46627,ModSecurity,Vue
LiteSpeed,302,0,20295,None,React
CloudFront,200,1,31433,AWS_WAF,Vue
nginx/1.18.0,500,1,46518,ModSecurity,WordPress
Incapsula,500,1,15201,Imperva,Laravel
Sucuri/Cloudproxy,302,1,13286,Sucuri,Unknown
Apache/2.4.41 (Ubuntu),403,1,3352,ModSecurity,Laravel
cloudflare,301,1,12971,Cloudflare,Spring_Boot
Incapsula,302,1,32747,Imperva,Spring_Boot
Sucuri/Cloudproxy,302,1,31731,Sucuri,Unknown
cloudflare,404,1,35936,Cloudflare,ASP.NET
cloudflare,500,1,39211,Cloudflare,Node.js
AWS,500,1,27588,AWS_WAF,React
cloudflare,200,1,36713,Cloudflare,WordPress
nginx/1.18.0,500,0,9549,None,Django
cloudflare,302,1,33366,Cloudflare,WordPress
nginx/1.18.0,301,1,18874,ModSecurity,Django
Incapsula,404,1,45453,Imperva,Spring_Boot
CloudFront,200,1,35676,AWS_WAF,Node.js
Sucuri/Cloudproxy,302,1,21261,Sucuri,Spring_Boot
nginx/1.18.0,403,1,40834,ModSecurity,Spring_Boot
Sucuri/Cloudproxy,403,1,30205,Sucuri,Spring_Boot
Sucuri/Cloudproxy,403,1,43015,Sucuri,Laravel
cloudflare,301,1,4794,Cloudflare,ASP.NET
BigIP,500,1,21717,F5_BIG_IP,Laravel
AmazonS3,302,1,4152,AWS_WAF,Unknown
LiteSpeed,301,1,9415,None,Unknown
AmazonS3,200,1,31664,AWS_WAF,Unknown
BIG-IP,500,1,2479,F5_BIG_IP,ASP.NET
Incapsula,200,1,33360,Imperva,Laravel
CloudFront,500,1,15782,AWS_WAF,ASP.NET
Sucuri/Cloudproxy,403,1,15740,Sucuri,React
Microsoft-IIS/10.0,500,0,15667,None,Laravel
nginx/1.18.0,404,1,23036,ModSecurity,ASP.NET
Incapsula,403,1,41902,Imperva,Django
Apache/2.4.41 (Ubuntu),301,1,26426,ModSecurity,ASP.NET
cloudflare,200,1,18256,Cloudflare,WordPress
nginx/1.18.0,301,1,9720,ModSecurity,Laravel
cloudflare-nginx,500,1,10994,Cloudflare,Express
AWS,302,1,44118,AWS_WAF,Vue
BigIP,301,1,35929,F5_BIG_IP,ASP.NET
BigIP,403,1,32443,F5_BIG_IP,Unknown
nginx/1.18.0,301,0,49699,None,Unknown
Sucuri/Cloudproxy,302,1,15099,Sucuri,Laravel
Incapsula,403,1,22448,Imperva,Django
cloudflare,200,1,34374,Cloudflare,ASP.NET
AmazonS3,403,1,48755,AWS_WAF,Express
nginx/1.18.0,500,0,4820,None,React
cloudflare,302,1,40964,Cloudflare,Laravel
BIG-IP,404,1,48386,F5_BIG_IP,Laravel
BIG-IP,404,1,31162,F5_BIG_IP,Unknown
cloudflare-nginx,301,1,29601,Cloudflare,ASP.NET
LiteSpeed,302,1,10121,None,React
AmazonS3,403,1,9238,AWS_WAF,Node.js
nginx/1.18.0,301,0,46667,None,Spring_Boot
Sucuri/Cloudproxy,403,1,551,Sucuri,React
BigIP,302,1,32758,F5_BIG_IP,ASP.NET
cloudflare,404,1,43763,Cloudflare,Node.js
Apache/2.4.41 (Ubuntu),403,1,10249,ModSecurity,ASP.NET
nginx/1.18.0,302,0,36870,None,Node.js
CloudFront,403,1,45734,AWS_WAF,Django
Microsoft-IIS/10.0,500,0,27441,None,Node.js
Incapsula,403,1,31376,Imperva,WordPress
Sucuri/Cloudproxy,302,1,24835,Sucuri,Express
Sucuri/Cloudproxy,404,1,18369,Sucuri,WordPress
Incapsula,302,1,28647,Imperva,Laravel
CloudFront,302,1,37412,AWS_WAF,WordPress
Apache/2.4.41 (Ubuntu),404,1,49031,ModSecurity,Laravel
Sucuri/Cloudproxy,403,1,31323,Sucuri,Express
AWS,403,1,3557,AWS_WAF,Laravel
Sucuri/Cloudproxy,403,1,25699,Sucuri,Spring_Boot
BIG-IP,403,1,6866,F5_BIG_IP,Laravel
Sucuri/Cloudproxy,403,1,38222,Sucuri,Vue
Apache/2.4.41 (Ubuntu),302,1,47099,ModSecurity,Django
Apache/2.4.41 (Ubuntu),403,1,11757,ModSecurity,Node.js
Apache/2.4.41 (Ubuntu),200,1,6707,ModSecurity,Unknown
Sucuri/Cloudproxy,403,1,5135,Sucuri,Spring_Boot
nginx/1.18.0,500,1,11223,ModSecurity,ASP.NET
Sucuri/Cloudproxy,403,1,48312,Sucuri,WordPress
Incapsula,500,1,8994,Imperva,Spring_Boot
Sucuri/Cloudproxy,301,1,11716,Sucuri,WordPress
CloudFront,403,1,3204,AWS_WAF,Express
nginx/1.18.0,500,1,30485,ModSecurity,Vue
cloudflare,403,1,3967,Cloudflare,Express
BIG-IP,403,1,29698,F5_BIG_IP,ASP.NET
Sucuri/Cloudproxy,302,1,29740,Sucuri,Express
Sucuri/Cloudproxy,403,1,28434,Sucuri,Unknown
Incapsula,403,1,4355,Imperva,Spring_Boot
Incapsula,403,1,33906,Imperva,Laravel
Microsoft-IIS/10.0,301,1,2503,None,Unknown
LiteSpeed,301,0,48662,None,Django
cloudflare,301,1,25616,Cloudflare,Unknown
BIG-IP,404,1,13506,F5_BIG_IP,Vue
nginx/1.18.0,404,0,26909,None,Django
cloudflare,301,1,8895,Cloudflare,Laravel
Apache/2.4.41,404,0,17030,None,Spring_Boot
AWS,403,1,1470,AWS_WAF,Node.js
CloudFront,200,1,40053,AWS_WAF,Node.js
BigIP,302,1,39671,F5_BIG_IP,Unknown
cloudflare,500,1,31088,Cloudflare,Unknown
Apache/2.4.41 (Ubuntu),403,1,43073,ModSecurity,Spring_Boot
Incapsula,500,1,40421,Imperva,Laravel
Microsoft-IIS/10.0,301,1,29310,None,Express
BigIP,403,1,41179,F5_BIG_IP,WordPress
Microsoft-IIS/10.0,404,1,7349,None,Laravel
BIG-IP,301,1,36507,F5_BIG_IP,Unknown
nginx/1.18.0,302,1,28301,ModSecurity,Node.js
Microsoft-IIS/10.0,200,0,1813,None,WordPress
Apache/2.4.41,200,1,31583,None,WordPress
Sucuri/Cloudproxy,403,1,24639,Sucuri,Spring_Boot
cloudflare-nginx,302,1,2911,Cloudflare,Laravel
AmazonS3,200,1,5119,AWS_WAF,Laravel
nginx/1.18.0,200,1,30251,ModSecurity,ASP.NET
Apache/2.4.41 (Ubuntu),403,1,42096,ModSecurity,Unknown
Sucuri/Cloudproxy,404,1,22935,Sucuri,Unknown
Apache/2.4.41 (Ubuntu),403,1,25949,ModSecurity,Django
nginx/1.18.0,200,1,17697,ModSecurity,React
Microsoft-IIS/10.0,500,0,45958,None,Django
AmazonS3,403,1,36491,AWS_WAF,Laravel
AmazonS3,403,1,36404,AWS_WAF,Spring_Boot
CloudFront,403,1,15820,AWS_WAF,React
cloudflare,500,1,11128,Cloudflare,Express
BIG-IP,403,1,22279,F5_BIG_IP,WordPress
CloudFront,500,1,1702,AWS_WAF,Express
Sucuri/Cloudproxy,403,1,30811,Sucuri,Unknown
BigIP,403,1,22928,F5_BIG_IP,Node.js
BigIP,301,1,13744,F5_BIG_IP,Vue
cloudflare-nginx,403,1,49982,Cloudflare,Django
BIG-IP,500,1,12850,F5_BIG_IP,React
Apache/2.4.41,500,0,23452,None,WordPress
AWS,301,1,44871,AWS_WAF,WordPress
nginx/1.18.0,200,1,1841,None,Vue
CloudFront,403,1,28780,AWS_WAF,ASP.NET
LiteSpeed,500,0,13225,None,Laravel
Incapsula,500,1,19156,Imperva,Unknown
Apache/2.4.41 (Ubuntu),403,1,34288,ModSecurity,Django
Apache/2.4.41,301,1,37263,None,Node.js
LiteSpeed,302,0,27476,None,ASP.NET
Sucuri/Cloudproxy,403,1,33888,Sucuri,Spring_Boot
CloudFront,404,1,6698,AWS_WAF,Laravel
Sucuri/Cloudproxy,403,1,4167,Sucuri,Django
nginx/1.18.0,403,1,44835,ModSecurity,Node.js
Apache/2.4.41 (Ubuntu),500,1,17445,ModSecurity,React
Sucuri/Cloudproxy,302,1,43404,Sucuri,React
AWS,500,1,20622,AWS_WAF,Laravel
Apache/2.4.41,500,0,34181,None,Vue
Incapsula,200,1,954,Imperva,ASP.NET
nginx/1.18.0,302,1,16149,ModSecurity,Spring_Boot
BIG-IP,403,1,17355,F5_BIG_IP,Unknown
AWS,500,1,42314,AWS_WAF,Spring_Boot
cloudflare-nginx,200,1,8635,Cloudflare,Unknown
Sucuri/Cloudproxy,302,1,28189,Sucuri,Django
Sucuri/Cloudproxy,301,1,44863,Sucuri,Unknown
Sucuri/Cloudproxy,403,1,43188,Sucuri,Unknown
BigIP,200,1,41012,F5_BIG_IP,Spring_Boot
BIG-IP,403,1,28264,F5_BIG_IP,ASP.NET
Apache/2.4.41 (Ubuntu),403,1,21379,ModSecurity,React
Sucuri/Cloudproxy,301,1,23736,Sucuri,Laravel
Sucuri/Cloudproxy,301,1,2619,Sucuri,Laravel
AmazonS3,403,1,23453,AWS_WAF,Vue
Sucuri/Cloudproxy,403,1,20017,Sucuri,Express
BIG-IP,403,1,15936,F5_BIG_IP,Laravel
BIG-IP,302,1,7552,F5_BIG_IP,React
AmazonS3,200,1,8132,AWS_WAF,Spring_Boot
Sucuri/Cloudproxy,404,1,12027,Sucuri,Spring_Boot
AmazonS3,403,1,9322,AWS_WAF,Node.js
BigIP,403,1,18751,F5_BIG_IP,Laravel
nginx/1.18.0,404,1,4993,ModSecurity,Vue
BIG-IP,302,1,44728,F5_BIG_IP,Laravel
LiteSpeed,404,1,4674,None,Unknown
nginx/1.18.0,403,1,35281,ModSecurity,Spring_Boot
nginx/1.18.0,302,1,16285,ModSecurity,Laravel
Apache/2.4.41,302,0,26220,None,React
AmazonS3,301,1,40979,AWS_WAF,React
cloudflare-nginx,403,1,3690,Cloudflare,Unknown
Apache/2.4.41 (Ubuntu),500,1,9207,ModSecurity,Django
BIG-IP,403,1,30801,F5_BIG_IP,Django
Incapsula,301,1,10976,Imperva,Unknown
BIG-IP,404,1,14498,F5_BIG_IP,Vue
nginx/1.18.0,302,1,9611,None,Django
cloudflare,301,1,23011,Cloudflare,Unknown
BigIP,403,1,14442,F5_BIG_IP,ASP.NET
Sucuri/Cloudproxy,200,1,19450,Sucuri,Vue
AWS,403,1,48428,AWS_WAF,Node.js
BigIP,301,1,18436,F5_BIG_IP,ASP.NET
cloudflare,200,1,42463,Cloudflare,Node.js
Incapsula,200,1,1233,Imperva,Django
Sucuri/Cloudproxy,200,1,17085,Sucuri,Node.js
BigIP,403,1,13839,F5_BIG_IP,Spring_Boot
Incapsula,404,1,43721,Imperva,Unknown
nginx/1.18.0,500,1,28374,ModSecurity,Unknown
CloudFront,403,1,22342,AWS_WAF,Django
Sucuri/Cloudproxy,301,1,26007,Sucuri,Unknown
LiteSpeed,302,0,29312,None,Laravel
AmazonS3,403,1,11733,AWS_WAF,Django
Apache/2.4.41 (Ubuntu),404,1,13212,ModSecurity,Laravel
Sucuri/Cloudproxy,403,1,45579,Sucuri,Unknown
BigIP,403,1,25028,F5_BIG_IP,Laravel
Apache/2.4.41,500,0,41681,None,Spring_Boot
Apache/2.4.41 (Ubuntu),200,1,42878,ModSecurity,Unknown
AmazonS3,200,1,23022,AWS_WAF,ASP.NET
Sucuri/Cloudproxy,403,1,48842,Sucuri,Spring_Boot
cloudflare-nginx,301,1,35163,Cloudflare,Express
Incapsula,500,1,32173,Imperva,Express
Sucuri/Cloudproxy,403,1,11985,Sucuri,React
Microsoft-IIS/10.0,404,0,31425,None,WordPress
AWS,403,1,14260,AWS_WAF,Spring_Boot
BIG-IP,302,1,10864,F5_BIG_IP,Node.js
AWS,404,1,4445,AWS_WAF,Vue
Incapsula,403,1,22715,Imperva,Node.js
nginx/1.18.0,500,1,1355,ModSecurity,Node.js
nginx/1.18.0,404,0,30631,None,Express
BIG-IP,302,1,34743,F5_BIG_IP,Node.js
cloudflare-nginx,403,1,19744,Cloudflare,Laravel
CloudFront,302,1,18588,AWS_WAF,Node.js
Apache/2.4.41 (Ubuntu),403,1,3126,ModSecurity,Unknown
BIG-IP,302,1,42277,F5_BIG_IP,Vue
cloudflare-nginx,404,1,20936,Cloudflare,WordPress
CloudFront,403,1,8030,AWS_WAF,Express
Incapsula,403,1,23286,Imperva,Unknown
nginx/1.18.0,500,0,20943,None,Django
BigIP,301,1,43521,F5_BIG_IP,ASP.NET
cloudflare,500,1,1554,Cloudflare,Laravel
BIG-IP,302,1,19059,F5_BIG_IP,ASP.NET
Incapsula,403,1,31678,Imperva,Django
BIG-IP,500,1,19695,F5_BIG_IP,Unknown
Sucuri/Cloudproxy,301,1,36217,Sucuri,Node.js
Incapsula,500,1,30754,Imperva,Node.js
nginx/1.18.0,301,1,9553,ModSecurity,ASP.NET
BIG-IP,302,1,31162,F5_BIG_IP,WordPress
Apache/2.4.41,301,0,32166,None,WordPress
Apache/2.4.41,301,0,13460,None,React
Incapsula,403,1,36096,Imperva,Spring_Boot
Sucuri/Cloudproxy,500,1,19737,Sucuri,Laravel
Microsoft-IIS/10.0,200,0,32858,None,React
nginx/1.18.0,301,0,25373,None,React
BIG-IP,403,1,17751,F5_BIG_IP,Vue
cloudflare-nginx,500,1,29582,Cloudflare,ASP.NET
BigIP,200,1,46549,F5_BIG_IP,Vue
Incapsula,200,1,40661,Imperva,Express
Sucuri/Cloudproxy,500,1,16592,Sucuri,Unknown
cloudflare-nginx,500,1,20233,Cloudflare,Laravel
AWS,403,1,32250,AWS_WAF,Unknown
Incapsula,302,1,1634,Imperva,Node.js
Incapsula,302,1,46657,Imperva,Django
Sucuri/Cloudproxy,200,1,21742,Sucuri,WordPress
BigIP,301,1,33319,F5_BIG_IP,ASP.NET
Sucuri/Cloudproxy,500,1,46071,Sucuri,Node.js
AmazonS3,403,1,1162,AWS_WAF,Node.js
Sucuri/Cloudproxy,403,1,5613,Sucuri,Laravel
Incapsula,200,1,4010,Imperva,WordPress
BIG-IP,301,1,26119,F5_BIG_IP,ASP.NET
BIG-IP,403,1,15667,F5_BIG_IP,ASP.NET
nginx/1.18.0,301,0,1115,None,Django
cloudflare,302,1,8038,Cloudflare,React
cloudflare,302,1,26267,Cloudflare,Vue
cloudflare-nginx,200,1,32175,Cloudflare,ASP.NET
Apache/2.4.41 (Ubuntu),404,1,45908,ModSecurity,WordPress
nginx/1.18.0,403,1,24939,ModSecurity,Unknown
cloudflare-nginx,404,1,35345,Cloudflare,Vue
CloudFront,200,1,23297,AWS_WAF,Django
Sucuri/Cloudproxy,403,1,40189,Sucuri,Express
LiteSpeed,301,0,35763,None,Django
Apache/2.4.41 (Ubuntu),301,1,28556,ModSecurity,Laravel
BIG-IP,403,1,32971,F5_BIG_IP,React
BIG-IP,500,1,29633,F5_BIG_IP,Spring_Boot
AmazonS3,403,1,45053,AWS_WAF,Vue
BigIP,500,1,38567,F5_BIG_IP,Laravel
LiteSpeed,301,1,41418,None,Node.js
Microsoft-IIS/10.0,500,0,10928,None,Django
BIG-IP,403,1,39544,F5_BIG_IP,Spring_Boot
CloudFront,404,1,37669,AWS_WAF,Laravel
BigIP,403,1,19799,F5_BIG_IP,Spring_Boot
Incapsula,403,1,10716,Imperva,React
cloudflare,500,1,44567,Cloudflare,Express
AmazonS3,301,1,7622,AWS_WAF,WordPress
Sucuri/Cloudproxy,403,1,20544,Sucuri,Django
Sucuri/Cloudproxy,200,1,26637,Sucuri,WordPress
Sucuri/Cloudproxy,403,1,10883,Sucuri,Unknown
nginx/1.18.0,200,1,10119,ModSecurity,Laravel
Microsoft-IIS/10.0,200,1,13825,None,WordPress
Apache/2.4.41,301,0,29607,None,Spring_Boot
Incapsula,403,1,19936,Imperva,WordPress
CloudFront,500,1,6353,AWS_WAF,ASP.NET
CloudFront,403,1,19418,AWS_WAF,WordPress
Incapsula,404,1,29027,Imperva,Vue
nginx/1.18.0,404,0,2845,None,Django
BIG-IP,403,1,24279,F5_BIG_IP,Unknown
Apache/2.4.41 (Ubuntu),403,1,26749,ModSecurity,Vue
BigIP,500,1,3993,F5_BIG_IP,Express
Incapsula,403,1,22443,Imperva,Vue
Microsoft-IIS/10.0,200,0,38789,None,Laravel
LiteSpeed,302,1,3913,None,React
AmazonS3,403,1,41758,AWS_WAF,Django
LiteSpeed,500,0,14323,None,React
BIG-IP,404,1,45616,F5_BIG_IP,WordPress
Sucuri/Cloudproxy,200,1,47531,Sucuri,Express
Incapsula,403,1,1998,Imperva,Spring_Boot
Sucuri/Cloudproxy,403,1,12527,Sucuri,Node.js
Apache/2.4.41,200,1,35256,None,React
Incapsula,301,1,40100,Imperva,WordPress
CloudFront,500,1,29489,AWS_WAF,Node.js
Apache/2.4.41 (Ubuntu),301,1,37736,ModSecurity,Unknown
Microsoft-IIS/10.0,302,0,27283,None,React
cloudflare,403,1,7746,Cloudflare,Express
Sucuri/Cloudproxy,403,1,8349,Sucuri,Node.js
Apache/2.4.41 (Ubuntu),404,1,2249,ModSecurity,Express
Incapsula,500,1,43378,Imperva,Django
BigIP,200,1,16442,F5_BIG_IP,React
nginx/1.18.0,404,1,42114,ModSecurity,ASP.NET
cloudflare,500,1,44060,Cloudflare,Vue
AWS,403,1,21318,AWS_WAF,React
Apache/2.4.41 (Ubuntu),403,1,31511,ModSecurity,React
AWS,200,1,24993,AWS_WAF,Django
nginx/1.18.0,500,1,27555,None,WordPress
Microsoft-IIS/10.0,500,1,45414,None,Spring_Boot
Sucuri/Cloudproxy,301,1,23182,Sucuri,ASP.NET
Incapsula,301,1,35982,Imperva,Node.js
cloudflare-nginx,404,1,47865,Cloudflare,Express
cloudflare-nginx,302,1,23101,Cloudflare,Vue
CloudFront,403,1,48668,AWS_WAF,Laravel
cloudflare-nginx,500,1,48639,Cloudflare,ASP.NET
nginx/1.18.0,302,1,28843,ModSecurity,Laravel
cloudflare-nginx,500,1,35759,Cloudflare,Django
Incapsula,301,1,3391,Imperva,React
nginx/1.18.0,302,1,27692,None,Django
cloudflare-nginx,200,1,14091,Cloudflare,React
nginx/1.18.0,500,1,9639,ModSecurity,WordPress
CloudFront,200,1,12250,AWS_WAF,Unknown
Sucuri/Cloudproxy,200,1,34589,Sucuri,ASP.NET
Incapsula,301,1,24352,Imperva,Laravel
Apache/2.4.41 (Ubuntu),403,1,36939,ModSecurity,React
LiteSpeed,301,0,39430,None,React
Incapsula,403,1,11052,Imperva,Express
CloudFront,200,1,15294,AWS_WAF,ASP.NET
Apache/2.4.41 (Ubuntu),403,1,30591,ModSecurity,Vue
Incapsula,302,1,5909,Imperva,WordPress
Apache/2.4.41 (Ubuntu),403,1,24481,ModSecurity,Unknown
cloudflare,302,1,22499,Cloudflare,Laravel
Incapsula,403,1,38684,Imperva,React
Incapsula,404,1,14442,Imperva,React
AWS,403,1,5010,AWS_WAF,Vue
cloudflare-nginx,403,1,28779,Cloudflare,Laravel
cloudflare,301,1,39597,Cloudflare,Django
nginx/1.18.0,403,1,41052,ModSecurity,WordPress
Incapsula,302,1,17493,Imperva,ASP.NET
LiteSpeed,404,1,263,None,Spring_Boot
BIG-IP,200,1,41424,F5_BIG_IP,Node.js
BIG-IP,403,1,20897,F5_BIG_IP,Django
Apache/2.4.41 (Ubuntu),404,1,46371,ModSecurity,ASP.NET
nginx/1.18.0,200,1,37300,ModSecurity,Django
Sucuri/Cloudproxy,302,1,33907,Sucuri,Django
Apache/2.4.41 (Ubuntu),302,1,15710,ModSecurity,ASP.NET
Apache/2.4.41,500,0,40396,None,ASP.NET
cloudflare-nginx,403,1,42784,Cloudflare,Spring_Boot
Microsoft-IIS/10.0,200,1,35336,None,Unknown
Incapsula,403,1,46802,Imperva,Express
Sucuri/Cloudproxy,404,1,39661,Sucuri,ASP.NET
Sucuri/Cloudproxy,200,1,16532,Sucuri,Express
Apache/2.4.41 (Ubuntu),403,1,27673,ModSecurity,React
AWS,200,1,14026,AWS_WAF,WordPress
Apache/2.4.41 (Ubuntu),403,1,11152,ModSecurity,WordPress
Sucuri/Cloudproxy,200,1,23077,Sucuri,WordPress
nginx/1.18.0,403,1,6435,ModSecurity,Django
Sucuri/Cloudproxy,403,1,34746,Sucuri,Laravel
Microsoft-IIS/10.0,200,0,24479,None,React
AmazonS3,302,1,2886,AWS_WAF,ASP.NET
CloudFront,403,1,26034,AWS_WAF,Vue
Sucuri/Cloudproxy,500,1,33836,Sucuri,Laravel
BIG-IP,403,1,41577,F5_BIG_IP,Node.js
Sucuri/Cloudproxy,403,1,21642,Sucuri,Django
Incapsula,403,1,24797,Imperva,React
Microsoft-IIS/10.0,302,0,33311,None,Django
nginx/1.18.0,403,1,2106,ModSecurity,React
Incapsula,500,1,48920,Imperva,ASP.NET
nginx/1.18.0,403,1,42566,ModSecurity,WordPress
nginx/1.18.0,403,1,6466,ModSecurity,Laravel
CloudFront,200,1,48158,AWS_WAF,WordPress
nginx/1.18.0,200,1,44137,ModSecurity,Django
nginx/1.18.0,500,0,41649,None,Unknown
nginx/1.18.0,200,1,21833,ModSecurity,Vue
BIG-IP,403,1,38040,F5_BIG_IP,Laravel
nginx/1.18.0,403,1,17007,ModSecurity,React
nginx/1.18.0,500,0,32418,None,Vue
cloudflare-nginx,403,1,2158,Cloudflare,Django
BIG-IP,403,1,48110,F5_BIG_IP,Laravel
cloudflare,302,1,6365,Cloudflare,ASP.NET
nginx/1.18.0,404,1,19173,ModSecurity,Unknown
cloudflare-nginx,200,1,29224,Cloudflare,Unknown
Apache/2.4.41,500,1,40793,None,Node.js
Incapsula,403,1,9061,Imperva,Laravel
cloudflare-nginx,403,1,19177,Cloudflare,ASP.NET
BIG-IP,403,1,46347,F5_BIG_IP,Spring_Boot
LiteSpeed,200,1,41093,None,ASP.NET
BigIP,301,1,42998,F5_BIG_IP,Django
Incapsula,200,1,30821,Imperva,Express
CloudFront,403,1,45685,AWS_WAF,Node.js
BIG-IP,200,1,7706,F5_BIG_IP,Express
BigIP,301,1,35969,F5_BIG_IP,WordPress
AmazonS3,403,1,33519,AWS_WAF,Node.js
Apache/2.4.41 (Ubuntu),301,1,21015,ModSecurity,Express
BIG-IP,403,1,9117,F5_BIG_IP,React
cloudflare,403,1,29101,Cloudflare,WordPress
nginx/1.18.0,301,0,46295,None,Spring_Boot
cloudflare-nginx,403,1,11045,Cloudflare,Vue
