framework,waf_type,recommended_tool,recommended_wordlist,recommended_extensions,recommended_threads,recommended_delay_ms
Express,Cloudflare,ffuf,common.txt,.html,9,266
ASP.NET,None,feroxbuster,directory-list-2.3-medium.txt,none,29,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.php,10,982
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.php,23,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,37,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,12,951
Vue,AWS_WAF,ffuf,common.txt,.html,5,758
Node.js,Imperva,ffuf,api-endpoints.txt,.json,5,624
Express,Imperva,ffuf,common.txt,.php,8,346
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,11,707
Spring_Boot,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",46,0
Vue,None,gobuster,common.txt,none,31,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,47,0
Django,Imperva,ffuf,api-endpoints.txt,.json,6,286
Spring_Boot,Imperva,ffuf,common.txt,.html,15,916
Vue,None,gobuster,directory-list-2.3-medium.txt,.html,49,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,9,810
React,Cloudflare,ffuf,common.txt,none,7,705
React,F5_BIG_IP,gobuster,common.txt,.html,40,0
ASP.NET,Imperva,ffuf,common.txt,.php,14,874
Unknown,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,33,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,27,0
React,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",40,0
React,None,gobuster,common.txt,.html,20,0
Vue,AWS_WAF,ffuf,common.txt,.php,10,920
React,None,feroxbuster,directory-list-2.3-medium.txt,.html,33,0
Django,None,gobuster,api-endpoints.txt,.json,44,0
Vue,Imperva,ffuf,common.txt,.html,5,935
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,32,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,38,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,48,0
Vue,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,27,0
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,47,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,29,0
Vue,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",50,0
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,28,0
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",21,0
Express,AWS_WAF,ffuf,common.txt,none,7,930
Node.js,Imperva,ffuf,api-endpoints.txt,.json,15,553
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,none,33,0
ASP.NET,None,feroxbuster,common.txt,.php,38,0
Express,Cloudflare,ffuf,common.txt,".bak,.old,.swp",14,342
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.php,15,951
React,AWS_WAF,ffuf,common.txt,none,12,474
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,47,0
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",5,367
React,Imperva,ffuf,common.txt,".bak,.old,.swp",6,807
React,Sucuri,gobuster,common.txt,.php,31,0
React,ModSecurity,gobuster,common.txt,none,20,0
Spring_Boot,Sucuri,gobuster,common.txt,none,29,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,21,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,12,904
Vue,Cloudflare,ffuf,common.txt,none,14,949
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,10,563
ASP.NET,AWS_WAF,ffuf,common.txt,.html,13,766
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,30,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.html,8,343
Spring_Boot,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,42,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,40,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,15,480
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,39,0
Vue,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,44,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,31,0
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,5,518
Vue,Imperva,ffuf,common.txt,none,13,226
Spring_Boot,ModSecurity,feroxbuster,common.txt,none,39,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,24,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,394
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",5,772
Vue,Sucuri,gobuster,common.txt,.php,23,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,7,495
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,11,757
Django,None,feroxbuster,api-endpoints.txt,.json,27,0
Express,Imperva,ffuf,common.txt,.html,14,569
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,12,264
Vue,AWS_WAF,ffuf,common.txt,none,14,539
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.php,9,715
React,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",29,0
Express,None,feroxbuster,common.txt,.html,32,0
ASP.NET,ModSecurity,gobuster,common.txt,none,28,0
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,none,42,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,none,7,582
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,7,534
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,14,253
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,35,0
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,47,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,21,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,36,0
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,23,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,8,485
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,25,0
Spring_Boot,Sucuri,feroxbuster,common.txt,.html,43,0
Vue,F5_BIG_IP,feroxbuster,common.txt,.php,21,0
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,32,0
Express,AWS_WAF,ffuf,common.txt,none,11,757
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",7,303
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,13,301
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,50,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,5,959
Django,Cloudflare,ffuf,api-endpoints.txt,.json,14,539
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,21,0
Unknown,ModSecurity,gobuster,common.txt,none,40,0
Node.js,None,gobuster,api-endpoints.txt,.json,39,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,47,0
Spring_Boot,ModSecurity,gobuster,common.txt,none,28,0
Express,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",42,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,14,764
Laravel,None,feroxbuster,api-endpoints.txt,.json,38,0
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",32,0
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",49,0
Vue,None,feroxbuster,common.txt,.html,43,0
React,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,33,0
ASP.NET,ModSecurity,feroxbuster,common.txt,none,39,0
Vue,None,feroxbuster,directory-list-2.3-medium.txt,none,36,0
Unknown,Imperva,ffuf,common.txt,none,15,953
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,46,0
Express,Cloudflare,ffuf,common.txt,.html,8,632
React,AWS_WAF,ffuf,common.txt,.php,5,674
React,None,gobuster,directory-list-2.3-medium.txt,none,29,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,37,0
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",11,562
Vue,ModSecurity,feroxbuster,common.txt,.html,40,0
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",20,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,27,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,10,285
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,10,524
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,15,753
Laravel,Imperva,ffuf,api-endpoints.txt,.json,14,930
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,417
Express,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",36,0
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,30,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,11,294
Spring_Boot,AWS_WAF,ffuf,common.txt,.php,5,604
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,15,777
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,6,557
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,14,830
Unknown,ModSecurity,gobuster,common.txt,".bak,.old,.swp",24,0
Express,Sucuri,gobuster,common.txt,.html,27,0
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,.php,37,0
Vue,Cloudflare,ffuf,common.txt,none,6,523
React,Sucuri,feroxbuster,common.txt,none,36,0
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,40,0
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,39,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,6,480
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,28,0
React,None,gobuster,common.txt,.html,44,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.php,13,857
Unknown,Sucuri,gobuster,common.txt,.php,37,0
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",45,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,12,961
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,40,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,31,0
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,10,425
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,30,0
Express,F5_BIG_IP,feroxbuster,common.txt,.php,39,0
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,9,210
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,36,0
Express,None,gobuster,common.txt,none,35,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,14,952
React,Imperva,ffuf,common.txt,.html,7,270
Unknown,Imperva,ffuf,common.txt,".bak,.old,.swp",15,683
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,5,950
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,8,861
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,12,629
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,954
Vue,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,27,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,9,406
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",12,484
Express,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",29,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,8,291
React,Imperva,ffuf,common.txt,.php,14,842
Node.js,None,feroxbuster,api-endpoints.txt,.json,44,0
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,30,0
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,35,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,5,690
Spring_Boot,F5_BIG_IP,gobuster,common.txt,none,50,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,7,922
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,28,0
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,43,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.html,14,561
Unknown,None,gobuster,directory-list-2.3-medium.txt,.php,42,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",13,606
Django,Sucuri,gobuster,api-endpoints.txt,.json,27,0
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,24,0
Vue,None,feroxbuster,common.txt,.php,24,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,5,673
Spring_Boot,None,feroxbuster,common.txt,.php,26,0
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,9,225
React,AWS_WAF,ffuf,common.txt,none,13,953
Spring_Boot,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,20,0
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",14,647
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,33,0
Express,AWS_WAF,ffuf,common.txt,none,14,725
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,.html,42,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,14,523
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,40,0
Vue,Cloudflare,ffuf,common.txt,.html,13,968
Laravel,Imperva,ffuf,api-endpoints.txt,.json,12,375
React,Sucuri,gobuster,common.txt,".bak,.old,.swp",41,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,43,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,30,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,14,691
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,23,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,470
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,47,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,14,833
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,5,853
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,.html,34,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,14,864
Laravel,Imperva,ffuf,api-endpoints.txt,.json,15,765
Spring_Boot,Sucuri,feroxbuster,common.txt,none,31,0
ASP.NET,None,feroxbuster,directory-list-2.3-medium.txt,.html,23,0
Spring_Boot,ModSecurity,feroxbuster,common.txt,.html,33,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,12,919
Django,Imperva,ffuf,api-endpoints.txt,.json,14,546
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",13,819
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,7,761
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,38,0
Django,None,gobuster,api-endpoints.txt,.json,38,0
Vue,None,gobuster,common.txt,".bak,.old,.swp",43,0
Unknown,ModSecurity,feroxbuster,common.txt,.html,48,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,39,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,21,0
Vue,None,feroxbuster,common.txt,.html,32,0
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,none,26,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,13,816
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,7,335
React,F5_BIG_IP,gobuster,common.txt,.php,23,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,12,561
Laravel,None,gobuster,api-endpoints.txt,.json,41,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,14,284
React,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,685
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,none,42,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,24,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,10,583
Express,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",32,0
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,50,0
Vue,AWS_WAF,ffuf,common.txt,none,10,324
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,24,0
Express,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",34,0
React,None,gobuster,directory-list-2.3-medium.txt,.php,25,0
Vue,Sucuri,feroxbuster,common.txt,.html,40,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,9,367
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",49,0
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",20,0
Unknown,ModSecurity,gobuster,common.txt,".bak,.old,.swp",24,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,7,251
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,15,560
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,14,644
Unknown,AWS_WAF,ffuf,common.txt,.html,13,453
Django,Sucuri,gobuster,api-endpoints.txt,.json,48,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,9,512
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,693
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",35,0
Express,AWS_WAF,ffuf,common.txt,.html,7,862
React,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,44,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",15,337
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.html,9,459
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,6,936
Spring_Boot,Imperva,ffuf,common.txt,.html,11,471
Vue,F5_BIG_IP,feroxbuster,common.txt,none,39,0
Django,None,gobuster,api-endpoints.txt,.json,20,0
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,42,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,42,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,39,0
Spring_Boot,None,feroxbuster,common.txt,none,21,0
Django,Imperva,ffuf,api-endpoints.txt,.json,14,817
Unknown,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,50,0
Unknown,F5_BIG_IP,gobuster,common.txt,none,44,0
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,44,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,47,0
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,30,0
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",38,0
Express,Imperva,ffuf,directory-list-2.3-medium.txt,.html,14,365
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",27,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,40,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,6,547
Express,F5_BIG_IP,gobuster,common.txt,none,41,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,8,718
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,496
Django,Sucuri,gobuster,api-endpoints.txt,.json,21,0
ASP.NET,None,gobuster,common.txt,none,44,0
Vue,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,42,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,26,0
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,41,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,15,285
Express,AWS_WAF,ffuf,common.txt,.html,14,353
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",13,334
Vue,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",43,0
Vue,ModSecurity,feroxbuster,common.txt,.html,31,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,44,0
ASP.NET,Imperva,ffuf,common.txt,".bak,.old,.swp",10,983
React,Cloudflare,ffuf,common.txt,none,13,526
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,5,217
Vue,None,gobuster,common.txt,".bak,.old,.swp",37,0
React,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,none,33,0
Unknown,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",29,0
Express,AWS_WAF,ffuf,common.txt,none,7,986
Unknown,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,21,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,45,0
Express,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",14,531
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,42,0
Express,F5_BIG_IP,gobuster,common.txt,.html,32,0
Laravel,None,gobuster,api-endpoints.txt,.json,26,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,7,450
Unknown,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,33,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,33,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,45,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,13,661
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,15,830
Express,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,763
Express,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",10,207
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,14,554
React,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",43,0
React,AWS_WAF,ffuf,common.txt,none,8,441
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,39,0
Spring_Boot,AWS_WAF,ffuf,common.txt,none,9,753
Spring_Boot,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",29,0
Spring_Boot,Imperva,ffuf,common.txt,.php,5,890
Vue,None,gobuster,common.txt,none,28,0
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,23,0
Vue,ModSecurity,feroxbuster,common.txt,.php,23,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,15,387
Spring_Boot,None,feroxbuster,common.txt,.php,39,0
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",41,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,15,358
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,35,0
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,39,0
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,44,0
Vue,None,gobuster,directory-list-2.3-medium.txt,.php,27,0
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",6,352
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,.php,28,0
Spring_Boot,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",46,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,11,233
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,15,857
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,13,687
React,None,gobuster,common.txt,none,42,0
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,50,0
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,.php,31,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,11,564
Laravel,Imperva,ffuf,api-endpoints.txt,.json,9,724
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,429
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,38,0
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,none,34,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,36,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,6,265
React,ModSecurity,gobuster,common.txt,.html,34,0
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,50,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,8,402
WordPress,None,feroxbuster,cms-wordpress.txt,.php,36,0
React,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,48,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,11,430
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,.php,45,0
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,48,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,39,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,47,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,11,396
React,Sucuri,gobuster,common.txt,.php,34,0
Laravel,None,gobuster,api-endpoints.txt,.json,46,0
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,29,0
ASP.NET,Imperva,ffuf,common.txt,none,15,524
Node.js,Imperva,ffuf,api-endpoints.txt,.json,13,650
Laravel,None,gobuster,api-endpoints.txt,.json,39,0
React,None,feroxbuster,common.txt,.php,38,0
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",39,0
ASP.NET,None,feroxbuster,common.txt,none,30,0
Vue,AWS_WAF,ffuf,common.txt,.php,9,303
Django,Sucuri,gobuster,api-endpoints.txt,.json,40,0
Django,Imperva,ffuf,api-endpoints.txt,.json,14,278
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,48,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,7,603
Spring_Boot,ModSecurity,feroxbuster,common.txt,.html,21,0
Django,None,feroxbuster,api-endpoints.txt,.json,24,0
Laravel,None,feroxbuster,api-endpoints.txt,.json,22,0
Node.js,None,gobuster,api-endpoints.txt,.json,21,0
Django,None,gobuster,api-endpoints.txt,.json,44,0
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,32,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,15,402
Spring_Boot,ModSecurity,gobuster,common.txt,none,36,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,34,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,6,378
Vue,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",41,0
Vue,Cloudflare,ffuf,common.txt,.html,13,817
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,5,633
